status,tenant,skuCode,productCode,dataAmountCode,dataAmount,dataAmountUnit,dayAmount,dayAmountUnit,nameVn,nameEn,frameSku,datapackSku,vendorCode,larkSkuCode,larkProductCode,throttleSpeed,call,callSmsDetails,expirations,vendorSku,vendorSkuSim,latestCogs,latestCogsCurrency,originalCost,currency,referenceCostVnd,selectedActualBulkCostVnd,costBaseEsimSim,finalCogsNotIncludedVatVnd,vatForBaseSimCardsVnd,finalCogsIncludedVatVnd,finalCogsUsd,suggestedB2cPrice65MarginVnd,currencyUsd,exchangeRateUsd,suggestedB2cPrice60MarginUsd,wrGroup,dateCreated,lastModifiedDate,purchaseTypeVnView,purchaseTypeUsView
Active,VN,3ETWNWMP00303,3ETWNWMP,003,3,GB,3,Day(s),SIM Đài Loan 03GB 03 Ngày,SIM Taiwan 03GB 03 Day(s),1D000WMK00000,3ATWNWMP00303,WM,TWNWM03GBPY03D,TWNWMP,,,,,WM-TW-3GB,,76811.77,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00210,3ETWNWMP,002,2,GB,10,Day(s),SIM Đài Loan 02GB 10 Ngày,SIM Taiwan 02GB 10 Day(s),1D000WMK00000,3ATWNWMP00210,WM,TWNWM02GBPY10D,TWNWMP,,,,,WM-TW-2GB,,158587.02,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DF00515,3EUSA3DF,005,5,GB,15,Day(s),SIM Hoa Kỳ 05GB 15 Ngày,SIM United States of America 05GB 15 Day(s),1D0003DK00000,3AUSA3DF00515,3D,USA3D05GBFY15D,USA3DF,,,,,CDOF00060000982,,73983.16,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00307,3ETWNWMP,003,3,GB,7,Day(s),SIM Đài Loan 03GB 07 Ngày,SIM Taiwan 03GB 07 Day(s),1D000WMK00000,3ATWNWMP00307,WM,TWNWM03GBPY07D,TWNWMP,,,,,WM-TW-3GB,,156918.13,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00110,3ETWNWMP,001,1,GB,10,Day(s),SIM Đài Loan 01GB 10 Ngày,SIM Taiwan 01GB 10 Day(s),1D000WMK00000,3ATWNWMP00110,WM,TWNWM01GBPY10D,TWNWMP,,,,,WM-TW-1GB,,100176.13,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00207,3ETWNWMP,002,2,GB,7,Day(s),SIM Đài Loan 02GB 07 Ngày,SIM Taiwan 02GB 07 Day(s),1D000WMK00000,3ATWNWMP00207,WM,TWNWM02GBPY07D,TWNWMP,,,,,WM-TW-2GB,,116030.51,VND,,,,,,,,,,,,,,,,,,
Active,VN,3EUSA3DBUNL05,3EUSA3DB,UNL,9999,GB,5,Day(s),SIM Hoa Kỳ Unlimited 10Mbps 05 Ngày,SIM United States of America Unlimited 10Mbps 05 Day(s),1D0003DK00000,3AUSA3DBUNL05,3D,USA3DUNLIP105D,USA3DP,,,,,CDOF00060001010,,221892.61,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMF02015,3ETWNWMF,020,20,GB,15,Day(s),SIM Đài Loan 20GB 15 Ngày,SIM Taiwan 20GB 15 Day(s),1D000WMK00000,3ATWNWMF02015,WM,TWNWM20GBFY15D,TWNWMF,,,,,WM-TW-T20-15D,,199474.64,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00310,3ETWNWMP,003,3,GB,10,Day(s),SIM Đài Loan 03GB 10 Ngày,SIM Taiwan 03GB 10 Day(s),1D000WMK00000,3ATWNWMP00310,WM,TWNWM03GBPY10D,TWNWMP,,,,,WM-TW-3GB,,216997.91,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00103,3ETWNWMP,001,1,GB,3,Day(s),SIM Đài Loan 01GB 03 Ngày,SIM Taiwan 01GB 03 Day(s),1D000WMK00000,3ATWNWMP00103,WM,TWNWM01GBPY03D,TWNWMP,,,,,WM-TW-1GB,,41765.24,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMF02030,3ETWNWMF,020,20,GB,30,Day(s),SIM Đài Loan 20GB 30 Ngày,SIM Taiwan 20GB 30 Day(s),1D000WMK00000,3ATWNWMF02030,WM,TWNWM20GBFY30D,TWNWMF,,,,,WM-TW-T20-30D,,211156.82,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMP00105,3ETWNWMP,001,1,GB,5,Day(s),SIM Đài Loan 01GB 05 Ngày,SIM Taiwan 01GB 05 Day(s),1D000WMK00000,3ATWNWMP00105,WM,TWNWM01GBPY05D,TWNWMP,128 kbps,No,,,WM-TW-1GB,,58454.06,VND,50,TWD,45000,,15558,60558,2000,62558,2.43,,USD,26500,,,1767863590000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNJYP00330,3ETWNJYP,003,3,GB,30,Day(s),SIM Đài Loan 03GB 30 Ngày,SIM Taiwan 03GB 30 Day(s),1D000JYK00000,3ATWNJYP00330,JY,TWNJY03GBPY30D,TWNJYP,128 kbps,No,,,CZTW_3GB,,599575.22,VND,153,CNY,596700,,15120,,2000,613820,23.88,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNJYP00307,3ETWNJYP,003,3,GB,7,Day(s),SIM Đài Loan 03GB 07 Ngày,SIM Taiwan 03GB 07 Day(s),1D000JYK00000,3ATWNJYP00307,JY,TWNJY03GBPY07D,TWNJYP,128 kbps,No,,,CZTW_3GB,,147656.49,VND,35.7,CNY,139230,,15120,,2000,156350,6.08,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNJYP00320,3ETWNJYP,003,3,GB,20,Day(s),SIM Đài Loan 03GB 20 Ngày,SIM Taiwan 03GB 20 Day(s),1D000JYK00000,3ATWNJYP00320,JY,TWNJY03GBPY20D,TWNJYP,,,,,CZTW_3GB,,403088.81,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMF00530,3ETWNWMF,005,5,GB,30,Day(s),SIM Đài Loan 05GB 30 Ngày,SIM Taiwan 05GB 30 Day(s),1D000WMK00000,3ATWNWMF00530,WM,TWNWM05GBFY30D,TWNWMF,,,,,WM-TW-T5-30D,,77646.21,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00305,3ETWNJYP,003,3,GB,5,Day(s),SIM Đài Loan 03GB 05 Ngày,SIM Taiwan 03GB 05 Day(s),1D000JYK00000,3ATWNJYP00305,JY,TWNJY03GBPY05D,TWNJYP,128 kbps,No,,,CZTW_3GB,,108359.2,VND,25.5,CNY,99450,,15120,,2000,116570,4.54,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNWMF01015,3ETWNWMF,010,10,GB,15,Day(s),SIM Đài Loan 10GB 15 Ngày,SIM Taiwan 10GB 15 Day(s),1D000WMK00000,3ATWNWMF01015,WM,TWNWM10GBFY15D,TWNWMF,,,,,WM-TW-T10-15D,,116030.51,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00303,3ETWNJYP,003,3,GB,3,Day(s),SIM Đài Loan 03GB 03 Ngày,SIM Taiwan 03GB 03 Day(s),1D000JYK00000,3ATWNJYP00303,JY,TWNJY03GBPY03D,TWNJYP,128 kbps,No,,,CZTW_3GB,,69061.92,VND,15.3,CNY,59670,,15120,74790,2000,76790,2.99,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNWMF01030,3ETWNWMF,010,10,GB,30,Day(s),SIM Đài Loan 10GB 30 Ngày,SIM Taiwan 10GB 30 Day(s),1D000WMK00000,3ATWNWMF01030,WM,TWNWM10GBFY30D,TWNWMF,,,,,WM-TW-T10-30D,,123540.48,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00315,3ETWNJYP,003,3,GB,15,Day(s),SIM Đài Loan 03GB 15 Ngày,SIM Taiwan 03GB 15 Day(s),1D000JYK00000,3ATWNJYP00315,JY,TWNJY03GBPY15D,TWNJYP,128 kbps,No,,,CZTW_3GB,,304845.61,VND,76.5,CNY,298350,,15120,,2000,315470,12.28,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNWMF00505,3ETWNWMF,005,5,GB,5,Day(s),SIM Đài Loan 05GB 05 Ngày,SIM Taiwan 05GB 05 Day(s),1D000WMK00000,3ATWNWMF00505,WM,TWNWM05GBFY05D,TWNWMF,,,,,WM-TW-T5-5D,,62626.27,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00230,3ETWNJYP,002,2,GB,30,Day(s),SIM Đài Loan 02GB 30 Ngày,SIM Taiwan 02GB 30 Day(s),1D000JYK00000,3ATWNJYP00230,JY,TWNJY02GBPY30D,TWNJYP,,,,,CZTW_2GB,,437762.89,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNWMF00515,3ETWNWMF,005,5,GB,15,Day(s),SIM Đài Loan 05GB 15 Ngày,SIM Taiwan 05GB 15 Day(s),1D000WMK00000,3ATWNWMF00515,WM,TWNWM05GBFY15D,TWNWMF,,,,,WM-TW-T5-15D,,74308.45,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00207,3ETWNJYP,002,2,GB,7,Day(s),SIM Đài Loan 02GB 07 Ngày,SIM Taiwan 02GB 07 Day(s),1D000JYK00000,3ATWNJYP00207,JY,TWNJY02GBPY07D,TWNJYP,128 kbps,No,,,CZTW_2GB,,109900.27,VND,25.9,CNY,101010,,15120,,2000,118130,4.6,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNWMF01010,3ETWNWMF,010,10,GB,10,Day(s),SIM Đài Loan 10GB 10 Ngày,SIM Taiwan 10GB 10 Day(s),1D000WMK00000,3ATWNWMF01010,WM,TWNWM10GBFY10D,TWNWMF,128 kbps,No,,,WM-TW-T10-10,,108520.54,VND,111,TWD,99900,,15558,115458,2000,117458,4.57,,USD,26500,,,1767863590000,1776221007000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNJYP00204,3ETWNJYP,002,2,GB,4,Day(s),SIM Đài Loan 02GB 04 Ngày,SIM Taiwan 02GB 04 Day(s),1D000JYK00000,3ATWNJYP00204,JY,TWNJY02GBPY04D,TWNJYP,,,,,CZTW_2GB,,67135.58,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00304,3ETWNJYP,003,3,GB,4,Day(s),SIM Đài Loan 03GB 04 Ngày,SIM Taiwan 03GB 04 Day(s),1D000JYK00000,3ATWNJYP00304,JY,TWNJY03GBPY04D,TWNJYP,,,,,CZTW_3GB,,88710.56,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00210,3ETWNJYP,002,2,GB,10,Day(s),SIM Đài Loan 02GB 10 Ngày,SIM Taiwan 02GB 10 Day(s),1D000JYK00000,3ATWNJYP00210,JY,TWNJY02GBPY10D,TWNJYP,,,,,CZTW_2GB,,152664.96,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00215,3ETWNJYP,002,2,GB,15,Day(s),SIM Đài Loan 02GB 15 Ngày,SIM Taiwan 02GB 15 Day(s),1D000JYK00000,3ATWNJYP00215,JY,TWNJY02GBPY15D,TWNJYP,,,,,CZTW_2GB,,223939.44,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00203,3ETWNJYP,002,2,GB,3,Day(s),SIM Đài Loan 02GB 03 Ngày,SIM Taiwan 02GB 03 Day(s),1D000JYK00000,3ATWNJYP00203,JY,TWNJY02GBPY03D,TWNJYP,128 kbps,No,,,CZTW_2GB,,52880.69,VND,11.1,CNY,43290,,15120,,2000,60410,2.35,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNJYP00205,3ETWNJYP,002,2,GB,5,Day(s),SIM Đài Loan 02GB 05 Ngày,SIM Taiwan 02GB 05 Day(s),1D000JYK00000,3ATWNJYP00205,JY,TWNJY02GBPY05D,TWNJYP,128 kbps,No,,,CZTW_2GB,,81390.48,VND,18.5,CNY,72150,,15120,,2000,89270,3.47,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNWMP00305,3ETWNWMP,003,3,GB,5,Day(s),SIM Đài Loan 03GB 05 Ngày,SIM Taiwan 03GB 05 Day(s),1D000WMK00000,3ATWNWMP00305,WM,TWNWM03GBPY05D,TWNWMP,,,,,WM-TW-3GB,,116864.95,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00310,3ETWNJYP,003,3,GB,10,Day(s),SIM Đài Loan 03GB 10 Ngày,SIM Taiwan 03GB 10 Day(s),1D000JYK00000,3ATWNJYP00310,JY,TWNJY03GBPY10D,TWNJYP,,,,,CZTW_3GB,,206602.41,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00220,3ETWNJYP,002,2,GB,20,Day(s),SIM Đài Loan 02GB 20 Ngày,SIM Taiwan 02GB 20 Day(s),1D000JYK00000,3ATWNJYP00220,JY,TWNJY02GBPY20D,TWNJYP,,,,,CZTW_2GB,,295213.92,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00115,3ETWNJYP,001,1,GB,15,Day(s),SIM Đài Loan 01GB 15 Ngày,SIM Taiwan 01GB 15 Day(s),1D000JYK00000,3ATWNJYP00115,JY,TWNJY01GBPY15D,TWNJYP,,,,,CZTW_1GB,,131475.25,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00230,3ETWN3DP,002,2,GB,30,Day(s),SIM Đài Loan 02GB 30 Ngày,SIM Taiwan 02GB 30 Day(s),1D0003DK00000,3ATWN3DP00230,3D,TWN3D02GBPY30D,TWN3DP,,,,,CDOF00060000264,,414597.5,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYF05030,3ETWNJYF,050,50,GB,30,Day(s),SIM Đài Loan  50GB 30 Ngày,SIM Taiwan 50GB 30 Day(s),1D000JYK00000,3ATWNJYF05030,JY,TWNJY50GBFY30D,TWNJYF,128 kbps,No,,,CZTW_30_50GB,,437762.89,VND,111,CNY,432900,,15120,,2000,450020,17.51,,USD,26500,,,1748332629000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNJYP00120,3ETWNJYP,001,1,GB,20,Day(s),SIM Đài Loan 01GB 20 Ngày,SIM Taiwan 01GB 20 Day(s),1D000JYK00000,3ATWNJYP00120,JY,TWNJY01GBPY20D,TWNJYP,128 kbps,No,,,CZTW_1GB,,171928.34,VND,42,CNY,163800,,15120,,2000,180920,7.04,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWN3DP00307,3ETWN3DP,003,3,GB,7,Day(s),SIM Đài Loan 03GB 07 Ngày,SIM Taiwan 03GB 07 Day(s),1D0003DK00000,3ATWN3DP00307,3D,TWN3D03GBPY07D,TWN3DP,,,,,CDOF00060000136,,150896.07,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00115,3ETWN3DP,001,1,GB,15,Day(s),SIM Đài Loan 01GB 15 Ngày,SIM Taiwan 01GB 15 Day(s),1D0003DK00000,3ATWN3DP00115,3D,TWN3D01GBPY15D,TWN3DP,,,,,CDOF00060000261,,110326.62,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF02007,3ETWN3DF,020,20,GB,7,Day(s),SIM Đài Loan 20GB 07 Ngày,SIM Taiwan 20GB 07 Day(s),1D0003DK00000,3ATWN3DF02007,3D,TWN3D20GBFY07D,TWN3DF,256 kbps,No,,,CDOF00060000277,,194846.31,VND,55,HKD,190850,,8991,199841,2000,201841,7.85,,USD,26500,,,1754898300000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWN3DF00510,3ETWN3DF,005,5,GB,10,Day(s),SIM Đài Loan 05GB 10 Ngày,SIM Taiwan 05GB 10 Day(s),1D0003DK00000,3ATWN3DF00510,3D,TWN3D05GBFY10D,TWN3DF,,,,,CDOF00060000270,,55388.83,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00215,3ETWN3DP,002,2,GB,15,Day(s),SIM Đài Loan 02GB 15 Ngày,SIM Taiwan 02GB 15 Day(s),1D0003DK00000,3ATWN3DP00215,3D,TWN3D02GBPY15D,TWN3DP,,,,,CDOF00060000263,,211750.25,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00130,3ETWNJYP,001,1,GB,30,Day(s),SIM Đài Loan 01GB 30 Ngày,SIM Taiwan 01GB 30 Day(s),1D000JYK00000,3ATWNJYP00130,JY,TWNJY01GBPY30D,TWNJYP,,,,,CZTW_1GB,,252834.5,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00305,3ETWN3DP,003,3,GB,5,Day(s),SIM Đài Loan 03GB 05 Ngày,SIM Taiwan 03GB 05 Day(s),1D0003DK00000,3ATWN3DP00305,3D,TWN3D03GBPY05D,TWN3DP,256 kbps,No,,,CDOF00060000135,,110326.62,VND,30,HKD,104100,,8991,113091,2000,115091,4.48,,USD,26500,,,1754898014000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWN3DP00310,3ETWN3DP,003,3,GB,10,Day(s),SIM Đài Loan 03GB 10 Ngày,SIM Taiwan 03GB 10 Day(s),1D0003DK00000,3ATWN3DP00310,3D,TWN3D03GBPY10D,TWN3DP,,,,,CDOF00060000137,,211750.25,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYF01030,3ETWNJYF,010,10,GB,30,Day(s),SIM Đài Loan  10GB 30 Ngày,SIM Taiwan 10GB 30 Day(s),1D000JYK00000,3ATWNJYF01030,JY,TWNJY10GBFY30D,TWNJYF,128 kbps,No,,,CZTW_30_10GB,,117990.89,VND,28,CNY,109200,,15120,,2000,126320,4.92,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWNJYP00110,3ETWNJYP,001,1,GB,10,Day(s),SIM Đài Loan 01GB 10 Ngày,SIM Taiwan 01GB 10 Day(s),1D000JYK00000,3ATWNJYP00110,JY,TWNJY01GBPY10D,TWNJYP,,,,,CZTW_1GB,,91022.17,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00110,3ETWN3DP,001,1,GB,10,Day(s),SIM Đài Loan 01GB 10 Ngày,SIM Taiwan 01GB 10 Day(s),1D0003DK00000,3ATWN3DP00110,3D,TWN3D01GBPY10D,TWN3DP,256 kbps,No,,,CDOF00060000129,,76518.75,VND,20,HKD,69400,,8991,78391,2000,80391,3.13,,USD,26500,,,1754897882000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWN3DF00515,3ETWN3DF,005,5,GB,15,Day(s),SIM Đài Loan 05GB 15 Ngày,SIM Taiwan 05GB 15 Day(s),1D0003DK00000,3ATWN3DF00515,3D,TWN3D05GBFY15D,TWN3DF,,,,,CDOF00060000138,,55388.83,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00315,3ETWN3DP,003,3,GB,15,Day(s),SIM Đài Loan 03GB 15 Ngày,SIM Taiwan 03GB 15 Day(s),1D0003DK00000,3ATWN3DP00315,3D,TWN3D03GBPY15D,TWN3DP,,,,,CDOF00060000265,,313173.87,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00107,3ETWN3DP,001,1,GB,7,Day(s),SIM Đài Loan 01GB 07 Ngày,SIM Taiwan 01GB 07 Day(s),1D0003DK00000,3ATWN3DP00107,3D,TWN3D01GBPY07D,TWN3DP,256 kbps,No,,,CDOF00060000128,,56234.02,VND,14,HKD,48580,,8991,57571,2000,59571,2.32,,USD,26500,,,1754897880000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWN3DP00207,3ETWN3DP,002,2,GB,7,Day(s),SIM Đài Loan 02GB 07 Ngày,SIM Taiwan 02GB 07 Day(s),1D0003DK00000,3ATWN3DP00207,3D,TWN3D02GBPY07D,TWN3DP,256 kbps,No,,,CDOF00060000132,,103565.05,VND,28,HKD,97160,,8991,106151,2000,108151,4.21,,USD,26500,,,1754381890000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWN3DP00210,3ETWN3DP,002,2,GB,10,Day(s),SIM Đài Loan 02GB 10 Ngày,SIM Taiwan 02GB 10 Day(s),1D0003DK00000,3ATWN3DP00210,3D,TWN3D02GBPY10D,TWN3DP,,,,,CDOF00060000133,,144134.5,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYP00107,3ETWNJYP,001,1,GB,7,Day(s),SIM Đài Loan 01GB 07 Ngày,SIM Taiwan 01GB 07 Day(s),1D000JYK00000,3ATWNJYP00107,JY,TWNJY01GBPY07D,TWNJYP,128 kbps,No,,,CZTW_1GB,,66750.32,VND,14.7,CNY,57330,,15120,72450,2000,74450,2.9,,USD,26500,,,1744788925000,1775544148000,12 - VN Internal GHI,23- US Telco Balance
Active,VN,3ETWN3DP00303,3ETWN3DP,003,3,GB,3,Day(s),SIM Đài Loan 03GB 03 Ngày,SIM Taiwan 03GB 03 Day(s),1D0003DK00000,3ATWN3DP00303,3D,TWN3D03GBPY03D,TWN3DP,,,,,CDOF00060000134,,69757.17,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF01005,3ETWN3DF,010,10,GB,5,Day(s),SIM Đài Loan 10GB 05 Ngày,SIM Taiwan 10GB 05 Day(s),1D0003DK00000,3ATWN3DF01005,3D,TWN3D10GBFY05D,TWN3DF,,,,,CDOF00060000272,,101874.66,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF02010,3ETWN3DF,020,20,GB,10,Day(s),SIM Đài Loan 20GB 10 Ngày,SIM Taiwan 20GB 10 Day(s),1D0003DK00000,3ATWN3DF02010,3D,TWN3D20GBFY10D,TWN3DF,,,,,CDOF00060000278,,194846.31,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF02030,3ETWN3DF,020,20,GB,30,Day(s),SIM Đài Loan 20GB 30 Ngày,SIM Taiwan 20GB 30 Day(s),1D0003DK00000,3ATWN3DF02030,3D,TWN3D20GBFY30D,TWN3DF,256 kbps,No,,,CDOF00060000143,,194846.31,VND,55,HKD,190850,,8991,199841,2000,201841,7.85,,USD,26500,,,1754898300000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWNJYF03030,3ETWNJYF,030,30,GB,30,Day(s),SIM Đài Loan  30GB 30 Ngày,SIM Taiwan 30GB 30 Day(s),1D000JYK00000,3ATWNJYF03030,JY,TWNJY30GBFY30D,TWNJYF,,,,,CZTW_30_30GB,,283655.9,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00105,3ETWN3DP,001,1,GB,5,Day(s),SIM Đài Loan 01GB 05 Ngày,SIM Taiwan 01GB 05 Day(s),1D0003DK00000,3ATWN3DP00105,3D,TWN3D01GBPY05D,TWN3DP,,,,,CDOF00060000127,,42710.87,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF01007,3ETWN3DF,010,10,GB,7,Day(s),SIM Đài Loan 10GB 07 Ngày,SIM Taiwan 10GB 07 Day(s),1D0003DK00000,3ATWN3DF01007,3D,TWN3D10GBFY07D,TWN3DF,,,,,CDOF00060000273,,101874.66,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00130,3ETWN3DP,001,1,GB,30,Day(s),SIM Đài Loan 01GB 30 Ngày,SIM Taiwan 01GB 30 Day(s),1D0003DK00000,3ATWN3DP00130,3D,TWN3D01GBPY30D,TWN3DP,,,,,CDOF00060000262,,211750.25,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYF00530,3ETWNJYF,005,5,GB,30,Day(s),SIM Đài Loan  05GB 30 Ngày,SIM Taiwan 05GB 30 Day(s),1D000JYK00000,3ATWNJYF00530,JY,TWNJY05GBFY30D,TWNJYF,,,,,CZTW_30_5GB,,71758.79,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF02005,3ETWN3DF,020,20,GB,5,Day(s),SIM Đài Loan 20GB 05 Ngày,SIM Taiwan 20GB 05 Day(s),1D0003DK00000,3ATWN3DF02005,3D,TWN3D20GBFY05D,TWN3DF,,,,,CDOF00060000276,,194846.31,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF02015,3ETWN3DF,020,20,GB,15,Day(s),SIM Đài Loan 20GB 15 Ngày,SIM Taiwan 20GB 15 Day(s),1D0003DK00000,3ATWN3DF02015,3D,TWN3D20GBFY15D,TWN3DF,,,,,CDOF00060000142,,194846.31,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWNJYF02030,3ETWNJYF,020,20,GB,30,Day(s),SIM Đài Loan  20GB 30 Ngày,SIM Taiwan 20GB 30 Day(s),1D000JYK00000,3ATWNJYF02030,JY,TWNJY20GBFY30D,TWNJYF,,,,,CZTW_30_20GB,,206602.41,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00203,3ETWN3DP,002,2,GB,3,Day(s),SIM Đài Loan 02GB 03 Ngày,SIM Taiwan 02GB 03 Day(s),1D0003DK00000,3ATWN3DP00203,3D,TWN3D02GBPY03D,TWN3DP,256 kbps,No,,,CDOF00060000130,,49472.45,VND,12,HKD,41640,,8991,50631,2000,52631,2.05,,USD,26500,,,1754897948000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWN3DP00205,3ETWN3DP,002,2,GB,5,Day(s),SIM Đài Loan 02GB 05 Ngày,SIM Taiwan 02GB 05 Day(s),1D0003DK00000,3ATWN3DP00205,3D,TWN3D02GBPY05D,TWN3DP,,,,,CDOF00060000131,,76518.75,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00330,3ETWN3DP,003,3,GB,30,Day(s),SIM Đài Loan 03GB 30 Ngày,SIM Taiwan 03GB 30 Day(s),1D0003DK00000,3ATWN3DP00330,3D,TWN3D03GBPY30D,TWN3DP,,,,,CDOF00060000266,,617444.75,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF00505,3ETWN3DF,005,5,GB,5,Day(s),SIM Đài Loan 05GB 05 Ngày,SIM Taiwan 05GB 05 Day(s),1D0003DK00000,3ATWN3DF00505,3D,TWN3D05GBFY05D,TWN3DF,,,,,CDOF00060000268,,55388.83,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DF02003,3ETWN3DF,020,20,GB,3,Day(s),SIM Đài Loan 20GB 03 Ngày,SIM Taiwan 20GB 03 Day(s),1D0003DK00000,3ATWN3DF02003,3D,TWN3D20GBFY03D,TWN3DF,256 kbps,No,,,CDOF00060000275,,194846.31,VND,55,HKD,190850,,8991,199841,2000,201841,7.85,,USD,26500,,,1754898290000,1774607483000,14 - VN Datapool,24 - US Datapool
Active,VN,3ETWN3DF01010,3ETWN3DF,010,10,GB,10,Day(s),SIM Đài Loan 10GB 10 Ngày,SIM Taiwan 10GB 10 Day(s),1D0003DK00000,3ATWN3DF01010,3D,TWN3D10GBFY10D,TWN3DF,,,,,CDOF00060000274,,101874.66,VND,,,,,,,,,,,,,,,,,,
Active,VN,3ETWN3DP00103,3ETWN3DP,001,1,GB,3,Day(s),SIM Đài Loan 01GB 03 Ngày,SIM Taiwan 01GB 03 Day(s),1D0003DK00000,3ATWN3DP00103,3D,TWN3D01GBPY03D,TWN3DP,,,,,CDOF00060000126,,29187.72,VND,,,,,,,,,,,,,,,,,,
